"","Application.Number","Current.Application.Status","Program.Administrator","Utility","Low.Income.Program.Type","Program","First.Reservation.Request.Review.Date","First.Confirmed.Reservation.Date","First.Incentive.Claim.Request.Review.Date","First.Completed.Date","Incentive.Amount","Total.System.Cost","Incentive.Design.Description","Nameplate.Rating..KW.","CEC.PTC.Rating..KW.","Design.Factor","Host.Customer.Physical.Address.City","Host.Customer.Physical.Address.County","Host.Customer.Physical.Address.State","Host.Customer.Physical.Address.Zip.Code","Solar.Contractor.Company","Third.Party.Owned"
"97","00946","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","2/15/2011","5/12/2011","8/29/2011",7875,10762.96,"$7 AC",1.32,1.125,0.95098,"Oakland","Alameda","CA","94607","","no"
"98","00947","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/18/2010","6/10/2010","9/24/2010","10/11/2010",10295.25,14497.3,"$5.25 AC",2.3,1.961,0.99021,"Oakland","Alameda","CA","94607","","no"
"99","00960","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/20/2009","11/13/2009","12/31/2009","1/28/2010",11355.75,16406.12,"$5.25 AC",2.64,2.163,0.98409,"Pleasanton","Alameda","CA","94566","","no"
"100","00989","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/4/2009","3/1/2010","4/30/2010","5/11/2010",24448.78,24448.78,"$7 AC",4.14,3.627,0.9611,"Pittsburg","Contra Costa","CA","94565","","no"
"101","00991","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/22/2009","12/2/2009","12/31/2009","1/28/2010",10000,11969.2,"Subsidized 1kW AC",1.32,1.058,0.99109,"Davis","Yolo","CA","95616","","no"
"102","00993","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/6/2009","1/10/2010","2/22/2010","3/11/2010",11123,13038.46,"$7 AC",1.9,1.589,0.97433,"Oakland","Alameda","CA","94607","","no"
"103","00994","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/24/2009","4/5/2011","7/19/2011","8/15/2011",31763,32160.55,"$5.75 AC",6.44,5.524,0.95034,"Fresno","Fresno","CA","93706","","no"
"104","00995","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/24/2009","11/19/2009","2/22/2010","4/22/2010",12917.11,12917.11,"$7 AC",2.28,1.866,0.999,"Visalia","Tulare","CA","93291","","no"
"105","00996","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/12/2010","1/21/2011","6/29/2011","8/1/2011",19439,19520.55,"$7 AC",3.22,2.777,0.98762,"Lynwood","Los Angeles","CA","90262","GRID Alternatives","no"
"106","00998","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","10/20/2009","11/23/2009","12/7/2009",13584,16641.14,"$6 AC",2.76,2.264,0.96315,"San Jose","Santa Clara","CA","95110","","no"
"107","00999","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","10/20/2009","11/23/2009","12/7/2009",13584,16641.14,"$6 AC",2.76,2.264,0.96315,"San Jose","Santa Clara","CA","95110","","no"
"108","01000","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/29/2009","10/22/2009","11/12/2009","11/19/2009",30136.61,30136.61,"$7 AC",5.52,4.8,0.96306,"Fresno","Fresno","CA","93706","","no"
"109","01001","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/1/2009","10/16/2009","12/22/2009","1/4/2010",17425.85,17425.85,"$7 AC",3.68,3.05,0.98956,"Oakland","Alameda","CA","94607","","no"
"110","01004","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2009","4/1/2010","9/15/2010","10/14/2010",33614,36703.95,"$7 AC",5.52,4.802,0.96805,"Visalia","Tulare","CA","93291","","no"
"111","01011","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","","2/28/2011","3/9/2011",14164.5,19743.14,"$5.25 AC",3.22,2.698,1,"Oceanside","San Diego","CA","92057","","no"
"112","01012","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/1/2009","10/17/2009","12/31/2009","2/2/2010",16807,20301.18,"$7 AC",2.76,2.401,1,"Oceanside","San Diego","CA","92057","","no"
"113","01013","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","11/20/2009","2/28/2010","3/18/2010",19485.42,19485.42,"$7 AC",3.22,2.801,0.95518,"Fresno","Fresno","CA","93706","","no"
"114","01015","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","10/26/2009","11/23/2009","12/7/2009",9727.45,9727.45,"Subsidized 1kW AC",1.44,1.177,0.96061,"San Jose","Santa Clara","CA","95112","","no"
"115","01016","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","10/30/2009","12/22/2009","1/4/2010",17279.65,17279.65,"$6 AC",3.8,3.21,0.9988,"Fresno","Fresno","CA","93706","","no"
"116","01017","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","10/17/2009","12/31/2009","2/2/2010",11416.76,13778.45,"$6 AC",2.28,1.906,0.999,"Oceanside","San Diego","CA","92057","","no"
"117","01018","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","1/19/2010","3/22/2010","4/2/2010",19607,23372.46,"$7 AC",3.22,2.801,0.9993,"Fresno","Fresno","CA","93706","","no"
"118","01039","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","10/19/2010","2/22/2011","3/8/2011",10000,10225.95,"Subsidized 1kW AC",1.4,1.195,0.9696,"San Jose","Santa Clara","CA","95112","GRID Alternatives","no"
"119","01041","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/30/2010","2/17/2011","6/29/2011","8/1/2011",5343.75,11084.43,"$4.75 AC",1.32,1.125,0.98221,"Oxnard","Ventura","CA","93030","","no"
"120","01042","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2009","10/26/2009","11/23/2009","12/7/2009",11074.6,11074.6,"$7 AC",1.9,1.589,0.96007,"San Jose","Santa Clara","CA","95112","","no"
"121","01043","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/24/2009","10/29/2009","12/31/2009","2/25/2010",11413.74,11413.74,"$6 AC",2.28,1.91,0.96443,"Porterville","Tulare","CA","93257","","no"
"122","01045","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2009","10/18/2010","1/31/2011","2/15/2011",10000,10225.95,"Subsidized 1kW AC",1.4,1.195,0.9634,"San Jose","Santa Clara","CA","95112","GRID Alternatives","no"
"123","01047","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","10/29/2009","12/31/2009","2/25/2010",19929.55,19929.55,"$6 AC",4.18,3.532,0.96435,"Porterville","Tulare","CA","93257","","no"
"124","01048","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/7/2009","11/23/2009","1/22/2010","2/1/2010",17974.32,17974.32,"$7 AC",3.8,3.211,0.95475,"Fresno","Fresno","CA","93706","","no"
"125","01052","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/20/2009","11/10/2009","3/31/2010","5/11/2010",9995.1,11765.62,"Subsidized 1kW AC",1.33,1.12,0.999,"Oxnard","Ventura","CA","93030","","no"
"126","01054","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/25/2009","9/29/2011","11/14/2011","11/23/2011",19224.25,19224.25,"$7 AC",3.22,2.762,0.91362,"Fresno","Fresno","CA","93706","","no"
"127","01055","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/29/2009","9/26/2011","11/14/2011","11/23/2011",24767.32,24767.32,"$7 AC",5.06,4.363,0.89593,"Fresno","Fresno","CA","93706","","no"
"128","01057","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/13/2009","11/2/2009","12/22/2009","1/4/2010",29815.85,29815.85,"$7 AC",5.52,4.8,0.97736,"Fresno","Fresno","CA","93706","","no"
"129","01058","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/13/2009","11/19/2009","12/31/2009","1/28/2010",16792.88,16792.88,"$7 AC",3.42,2.89,0.9863,"Fresno","Fresno","CA","93706","","no"
"130","01059","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2009","1/15/2010","3/10/2010","3/25/2010",20813,25242.67,"$6.5 AC",3.68,3.202,0.95712,"Fresno","Fresno","CA","93710","","no"
"131","01060","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/12/2009","10/4/2010","1/31/2011","2/15/2011",10000,10225.95,"Subsidized 1kW AC",1.4,1.195,0.95625,"San Jose","Santa Clara","CA","95110","GRID Alternatives","no"
"132","01062","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/12/2009","12/13/2009","12/31/2009","1/28/2010",13200,15785.26,"$6 AC",2.66,2.2,0.97974,"San Jose","Santa Clara","CA","95112","","no"
"133","01063","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/14/2011","8/9/2011","9/22/2011","10/7/2011",24999.71,24999.71,"$7 AC",5.06,4.363,0.91972,"Fresno","Fresno","CA","93706","","no"
"134","01064","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2009","3/22/2010","4/30/2010","5/11/2010",15965.92,15965.92,"$7 AC",2.88,2.344,0.99839,"Fresno","Fresno","CA","93706","","no"
"135","01066","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2009","1/19/2010","4/30/2010","5/11/2010",26006.5,31649.91,"$6.5 AC",4.6,4.001,0.9983,"Fresno","Fresno","CA","93706","","no"
"136","01070","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2009","11/4/2009","12/31/2009","2/25/2010",13673.82,16362.28,"$6.5 AC",2.52,2.104,0.98564,"Los Angeles","Los Angeles","CA","90059","","no"
"137","01073","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2009","5/28/2010","8/31/2010","10/14/2010",14021.11,14021.11,"$7 AC",2.625,2.211,1,"Porterville","Tulare","CA","93257","GRID Alternatives","no"
"138","01083","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/9/2010","1/23/2011","12/31/2011","1/27/2012",12495,12652.83,"$7 AC",2.07,1.785,0.96196,"Lynwood","Los Angeles","CA","90262","GRID Alternatives","no"
"139","01084","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/7/2009","3/1/2010","5/27/2010","6/17/2010",29446.97,34033.07,"$7 AC",5.06,4.4,0.9849,"Fresno","Fresno","CA","93706","","no"
"140","01088","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2009","1/19/2010","3/22/2010","4/19/2010",31213,36315.48,"$6.5 AC",5.52,4.802,0.965,"Porterville","Tulare","CA","93257","","no"
"141","01092","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","11/13/2009","12/18/2009","2/10/2010",13338.34,13338.34,"$7 AC",2.28,1.91,0.999,"Piru","Ventura","CA","93040","","no"
"142","01094","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/3/2009","11/5/2009","12/31/2009","2/2/2010",10000,11863.81,"Subsidized 1kW AC",1.32,1.123,0.9956,"Escondido","San Diego","CA","92025","","no"
"143","01095","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2009","4/2/2010","9/29/2010","12/15/2011",13344,14168.64,"$6 AC",2.66,2.224,0.96045,"Visalia","Tulare","CA","93291","","no"
"144","01096","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/4/2009","1/23/2011","12/19/2011","1/11/2012",17588.61,17588.61,"$7 AC",3.45,2.963,0.9075,"Lynwood","Los Angeles","CA","90262","GRID Alternatives","no"
"145","01097","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","","12/31/2009","2/25/2010",14547.68,14547.68,"$7 AC",2.52,2.1,0.98662,"Piru","Ventura","CA","93040","","no"
"146","01099","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","11/13/2009","12/18/2009","2/10/2010",20562.36,20562.36,"$7 AC",3.8,3.21,0.98501,"Piru","Ventura","CA","93040","","no"
"147","01101","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2009","3/25/2010","4/30/2010","5/11/2010",44814,46934.9,"$7 AC",7.36,6.402,0.9892,"Fresno","Fresno","CA","93706","","no"
"148","01102","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/20/2009","3/22/2010","4/30/2010","5/11/2010",19811.58,19811.58,"$7 AC",3.8,3.13,0.99911,"Fresno","Fresno","CA","93706","","no"
"149","01104","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","1/13/2010","2/22/2010","3/11/2010",21221.53,21221.53,"$7 AC",3.96,3.47,0.964,"Pittsburg","Contra Costa","CA","94565","","no"
"150","01106","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/7/2009","2/11/2010","3/22/2010","4/1/2010",13167,14957.14,"$7 AC",2.2,1.881,0.9968,"San Diego","San Diego","CA","92114","","no"
"151","01107","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","11/13/2009","12/18/2009","2/10/2010",15649.26,15649.26,"$7 AC",2.8,2.34,0.99837,"Piru","Ventura","CA","93040","","no"
"152","01108","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/16/2011","6/13/2012","10/31/2012","11/21/2012",17552.6,17552.6,"$7 AC",3.12,2.722,0.95043,"Visalia","Tulare","CA","93291","GRID Alternatives","no"
"153","01109","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/7/2009","7/15/2010","6/16/2011","7/1/2011",13825,14236.95,"$7 AC",2.35,1.975,0.96045,"Fremont","Alameda","CA","94538","GRID Alternatives","no"
"154","01110","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/26/2011","11/10/2011","2/12/2012","3/5/2012",16429.41,16429.41,"$7 AC",2.76,2.38,0.98267,"Piru","Ventura","CA","93040","","no"
"155","01111","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/10/2009","1/12/2010","3/22/2010","4/19/2010",18270,18270,"$7 AC",3.01,2.614,0.99732,"Long Beach","Los Angeles","CA","90805","","no"
"156","01114","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/18/2009","9/15/2010","12/31/2010","3/15/2011",10000,11539.66,"Subsidized 1kW AC",1.26,1.062,0.95403,"Inglewood","Los Angeles","CA","90302","","no"
"157","01115","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/29/2009","5/25/2010","9/29/2010","12/15/2011",35220.52,35220.52,"$7 AC",6.3,5.363,0.96864,"Porterville","Tulare","CA","93257","GRID Alternatives","no"
"158","01118","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","1/9/2010","2/28/2010","3/12/2010",7110.75,11803.09,"$4.75 AC",1.76,1.497,0.9959,"San Diego","San Diego","CA","92105","","no"
"159","01119","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2009","12/13/2009","1/22/2010","2/1/2010",14285.32,14285.32,"$6.5 AC",2.66,2.2,0.98426,"San Jose","Santa Clara","CA","95112","","no"
"160","01122","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/19/2009","2/26/2010","3/31/2010","4/27/2010",12168,15071.48,"$6.5 AC",2.2,1.872,0.9513,"National City","San Diego","CA","91950","","no"
"161","01124","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","4/9/2010","6/22/2010","8/31/2010","9/9/2010",11808,15513.44,"$6 AC",2.3,1.968,0.99617,"Chula Vista","San Diego","CA","91911","","no"
"162","01134","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/13/2009","5/13/2010","9/24/2010","10/29/2010",13898.88,13898.88,"$7 AC",2.4,2.008,0.98442,"Piru","Ventura","CA","93040","","no"
